ARTIST,ALBUM,SONG_NAME,DATE,TIME_gmt,TIME_ist
The Weeknd,Blinding Lights,Blinding Lights,12-03-2020,12:11:00,17:41:00
Magic Man,Before The Waves,Waves,03-03-2020,12:11:00,17:41:00
Tame Impala,Currents,The Less I Know the Better,23-02-2020,12:11:00,17:41:00
Tsumyoki,Rest in Suicide,Rest in Suicide,10-02-2020,12:11:00,17:41:00
Halogen,U Got That,U Got That,03-02-2020,12:11:00,17:41:00
Logic,Everybody,1-800-273-8255,01-02-2020,12:11:00,17:41:00
Tame Impala,Currents,The Less I Know the Better,30-01-2020,12:11:00,17:41:00
The 5:55,The Five Fifty Five,The Edge,17-01-2020,12:11:00,17:41:00
Magic Man,Before The Waves,Waves,06-01-2020,12:11:00,17:41:00
Yeah Yeah Yeahs,It's Blitz!,Heads Will Roll,04-01-2020,12:11:00,17:41:00
blackbear,hot girl bummer,hot girl bummer,30-12-2019,12:11:00,17:41:00
Awolnation,Megalithic Symphony,Sail,10-10-2019,12:11:00,17:41:00
The Weeknd,Dawn FM,Best Friends,07-01-2022,12:12:00,17:42:00
Bruce Faulconer,The Best of DragonBall Z - Volume I,The Dragon Theme,29-12-2021,12:12:00,17:42:00
Swedish House Mafia,Moth to a Flame,Moth to a Flame (with The Weeknd),18-12-2021,12:12:00,17:42:00
Honors,Feel Better,Valleys,09-05-2021,12:12:00,17:42:00
The Neighbourhood,I'm Sorry...,Wires,29-01-2021,12:12:00,17:42:00
8 Graves,Black,Numb,23-01-2021,12:12:00,17:42:00
Okta Logue,Tales Of Transit City,Transit,31-12-2020,12:12:00,17:42:00
HMS Morris,Inspirational Talks,Phenomenal Impossible,03-12-2020,12:12:00,17:42:00
Sarah Shook & the Disarmers,Years,What It Takes,30-11-2020,12:12:00,17:42:00
The Chain Gang of 1974,The Music of Grand Theft Auto V Vol. 1: Original Music,Sleepwalking,25-11-2020,12:12:00,17:42:00
Sarah Shook & the Disarmers,Years,What It Takes,17-11-2020,12:12:00,17:42:00
8 Graves,Black,Numb,14-10-2020,12:12:00,17:42:00
Danger,??,11:03,08-10-2020,12:12:00,17:42:00
Vorsa,Avoiding,Avoiding,02-10-2020,12:12:00,17:42:00
Banners,Where The Shadow Ends,Got It In You,11-09-2020,12:12:00,17:42:00
Welshly Arms,Legendary,Legendary,08-09-2020,12:12:00,17:42:00
Linkin Park,Hybrid Theory (Bonus Edition),In the End,07-09-2020,12:12:00,17:42:00
League of Legends,Legends Never Die,Legends Never Die,03-09-2020,12:12:00,17:42:00
Joji,Gimme Love,Run,02-09-2020,12:12:00,17:42:00
Besomorph,Monster,Monster,16-04-2020,12:12:00,17:42:00
Eminem,Music to Be Murdered By,You Gon? Learn (feat. Royce Da 5'9 & White Gold),28-01-2020,12:12:00,17:42:00
bbno$,i don't care at all,gone,09-01-2020,12:12:00,17:42:00
Welshly Arms,Legendary,Legendary,24-12-2019,12:12:00,17:42:00
Poets of the Fall,Carnival of Rust,Carnival of Rust,21-12-2019,12:12:00,17:42:00
Pouya,1000 Rounds,1000 Rounds,20-12-2019,12:12:00,17:42:00
slushii,Sober,Sober,16-12-2019,12:12:00,17:42:00
The Weeknd,Starboy,I Feel It Coming,27-11-2019,12:12:00,17:42:00
RUDE,Eternal Youth,Forever Lotus,25-11-2019,12:12:00,17:42:00
Post Malone,Hollywood's Bleeding,Staring at the Sun (feat. SZA),14-10-2019,12:12:00,17:42:00
The Weeknd,Dawn FM,Is There Someone Else?,07-01-2022,12:13:00,17:43:00
Kadhja Bonet,Childqueen,Wings,07-11-2021,12:13:00,17:43:00
Daft Punk,Discovery,One More Time,08-07-2021,12:13:00,17:43:00
Foster the People,Lamb's Wool,Lamb's Wool,28-06-2021,12:13:00,17:43:00
Okta Logue,Tales Of Transit City,Transit,24-04-2021,12:13:00,17:43:00
Passion Pit,Gossamer,I'll Be Alright,02-02-2021,12:13:00,17:43:00
The Weeknd,After Hours,Too Late,26-01-2021,12:13:00,17:43:00
The Toxic Avenger,Globe Vol. 3,Spaced,11-01-2021,12:13:00,17:43:00
Hikaru Utada,Face my Fears,Face My Fears (English Version),18-11-2020,12:13:00,17:43:00
MISSIO,Sing To Me,Sing To Me,11-11-2020,12:13:00,17:43:00
The Weeknd,After Hours,Scared to Live,07-10-2020,12:13:00,17:43:00
The Weeknd,Heartless,Heartless,18-09-2020,12:13:00,17:43:00
8 Graves,Black,Numb,13-09-2020,12:13:00,17:43:00
Besomorph,Redemption,Redemption,06-09-2020,12:13:00,17:43:00
Joji,Daylight,Daylight,06-09-2020,12:13:00,17:43:00
Metric,Fantasies,Satellite Mind,05-04-2020,12:13:00,17:43:00
Basshunter,Now You're Gone - The Album,All I Ever Wanted,04-04-2020,12:13:00,17:43:00
The Weeknd,Starboy,I Feel It Coming,02-04-2020,12:13:00,17:43:00
Halogen,U Got That,U Got That,04-03-2020,12:13:00,17:43:00
Kendrick Lamar,good kid m.A.A.d city (Deluxe),m.A.A.d city,19-02-2020,12:13:00,17:43:00
Mansionair,Shadowboxer,Easier,17-02-2020,12:13:00,17:43:00
The Weeknd,Blinding Lights,Blinding Lights,02-02-2020,12:13:00,17:43:00
Jtwig,Embark,In The Mango,23-01-2020,12:13:00,17:43:00
Magic Man,Before The Waves,Waves,22-01-2020,12:13:00,17:43:00
slushii,Sober,Sober,13-01-2020,12:13:00,17:43:00
Magic Man,Before The Waves,Paris,26-12-2019,12:13:00,17:43:00
Pastelle,Old Angels,Old Angels,08-12-2019,12:13:00,17:43:00
Teminite,Unstoppable EP,Unstoppable,30-11-2019,12:13:00,17:43:00
RL Grime,Formula,Formula,29-11-2019,12:13:00,17:43:00
Avicii,Levels,Levels - Original Version,22-11-2019,12:13:00,17:43:00
Post Malone,Hollywood's Bleeding,Wow.,30-10-2019,12:13:00,17:43:00
PewDiePie,Mine All Day,Mine All Day,24-10-2019,12:13:00,17:43:00
Imagine Dragons,Evolve,Whatever It Takes,15-10-2019,12:13:00,17:43:00
Swedish House Mafia,Moth to a Flame,Moth to a Flame (with The Weeknd),25-12-2021,12:14:00,17:44:00
8 Graves,Black,Numb,09-07-2021,12:14:00,17:44:00
PlayaPhonk,Keraunos,KERAUNOS,03-03-2021,12:14:00,17:44:00
MISSIO,Sing To Me,Sing To Me,05-01-2021,12:14:00,17:44:00
Joji,Daylight,Daylight,26-12-2020,12:14:00,17:44:00
The Weeknd,After Hours,In Your Eyes,15-12-2020,12:14:00,17:44:00
Okta Logue,Tales Of Transit City,Transit,12-12-2020,12:14:00,17:44:00
Omri,Many Of One,Many Of One,06-11-2020,12:14:00,17:44:00
HMS Morris,Inspirational Talks,Phenomenal Impossible,19-10-2020,12:14:00,17:44:00
Yas,Gouldian Finch 3,empty crown,15-09-2020,12:14:00,17:44:00
Joji,Gimme Love,Run,09-09-2020,12:14:00,17:44:00
Green Day,Boulevard of Broken Dreams,Boulevard of Broken Dreams,16-04-2020,12:14:00,17:44:00
RL Grime,Formula,Formula,01-04-2020,12:14:00,17:44:00
Tame Impala,Currents,The Less I Know the Better,30-03-2020,12:14:00,17:44:00
Kendrick Lamar,good kid m.A.A.d city (Deluxe),m.A.A.d city,27-03-2020,12:14:00,17:44:00
League of Legends,Phoenix,Phoenix,24-03-2020,12:14:00,17:44:00
ODESZA,A Moment Apart,A Moment Apart,23-02-2020,12:14:00,17:44:00
Mansionair,Shadowboxer,Easier,13-02-2020,12:14:00,17:44:00
Welshly Arms,Legendary,Legendary,12-02-2020,12:14:00,17:44:00
Tame Impala,Currents,The Less I Know the Better,11-02-2020,12:14:00,17:44:00
Eminem,Music to Be Murdered By,Darkness,10-02-2020,12:14:00,17:44:00
slushii,Sober,Sober,17-01-2020,12:14:00,17:44:00
Tame Impala,Currents,The Less I Know the Better,30-12-2019,12:14:00,17:44:00
Post Malone,Hollywood's Bleeding,Hollywood's Bleeding,03-11-2019,12:14:00,17:44:00
Post Malone,Hollywood's Bleeding,Myself,17-10-2019,12:14:00,17:44:00
Daft Punk,Random Access Memories,Beyond,24-02-2021,12:15:00,17:45:00
Omri,Many Of One,Many Of One,07-02-2021,12:15:00,17:45:00
You Me at Six,VI,Back Again,29-01-2021,12:15:00,17:45:00
The Weeknd,After Hours,Save Your Tears,29-12-2020,12:15:00,17:45:00
The Weeknd,After Hours,In Your Eyes,30-11-2020,12:15:00,17:45:00
HMS Morris,Inspirational Talks,Phenomenal Impossible,22-10-2020,12:15:00,17:45:00
Giant Rooks,Rookery,All We Are,17-09-2020,12:15:00,17:45:00
Phantastic Ferniture,Phantastic Ferniture,Dark Corner Dance Floor,16-09-2020,12:15:00,17:45:00
League of Legends,Legends Never Die,Legends Never Die,11-09-2020,12:15:00,17:45:00
Yeah Yeah Yeahs,It's Blitz!,Heads Will Roll,14-04-2020,12:15:00,17:45:00
League of Legends,Rise,RISE,11-04-2020,12:15:00,17:45:00
Kendrick Lamar,DAMN.,HUMBLE.,28-03-2020,12:15:00,17:45:00
Besomorph,1985,1985,14-03-2020,12:15:00,17:45:00
ODESZA,A Moment Apart,A Moment Apart,12-03-2020,12:15:00,17:45:00
Magic Man,Before The Waves,Paris,03-03-2020,12:15:00,17:45:00
Poets of the Fall,Carnival of Rust,Carnival of Rust,09-02-2020,12:15:00,17:45:00
Halogen,U Got That,U Got That,03-02-2020,12:15:00,17:45:00
koste,Quicksand,Quicksand,03-02-2020,12:15:00,17:45:00
Kendrick Lamar,DAMN.,HUMBLE.,01-02-2020,12:15:00,17:45:00
Hiboky,Opposite Life,Opposite Life,30-01-2020,12:15:00,17:45:00
Eminem,Music to Be Murdered By,You Gon? Learn (feat. Royce Da 5'9 & White Gold),27-01-2020,12:15:00,17:45:00
Eminem,Music to Be Murdered By,Premonition - Intro,18-01-2020,12:15:00,17:45:00
Kendrick Lamar,DAMN.,HUMBLE.,09-01-2020,12:15:00,17:45:00
bbno$,i don't care at all,gone,09-01-2020,12:15:00,17:45:00
Keys N Krates,Solow,I Just Can't Deny,06-01-2020,12:15:00,17:45:00
Hiboky,Opposite Life,Opposite Life,04-01-2020,12:15:00,17:45:00
Magic Man,Before The Waves,Paris,20-12-2019,12:15:00,17:45:00
Post Malone,Hollywood's Bleeding,Staring at the Sun (feat. SZA),30-10-2019,12:15:00,17:45:00
Hopex,Insanity,Insanity,14-10-2019,12:15:00,17:45:00
The Weeknd,Dawn FM,Less Than Zero,07-01-2022,12:16:00,17:46:00
Diamante Eléctrico,Suéltame Bogotá,Suéltame Bogotá,18-12-2021,12:16:00,17:46:00
Omri,Redo Undo,Redo Undo,09-05-2021,12:16:00,17:46:00
Joji,Gimme Love,Gimme Love,15-02-2021,12:16:00,17:46:00
Saint Motel,The Original Motion Picture Soundtrack: Pt. 2,A Good Song Never Dies,27-01-2021,12:16:00,17:46:00
The Chain Gang of 1974,The Music of Grand Theft Auto V Vol. 1: Original Music,Sleepwalking,23-01-2021,12:16:00,17:46:00
Gorillaz,Song Machine Season One: Strange Timez (Deluxe),How Far? (feat. Tony Allen and Skepta),12-01-2021,12:16:00,17:46:00
Omri,Many Of One,Many Of One,09-12-2020,12:16:00,17:46:00
ODESZA,A Moment Apart,A Moment Apart,03-12-2020,12:16:00,17:46:00
The Weeknd,After Hours,Scared to Live,11-11-2020,12:16:00,17:46:00
The Toxic Avenger,Globe Vol. 3,Spaced,14-10-2020,12:16:00,17:46:00
8 Graves,Black,Numb,08-10-2020,12:16:00,17:46:00
HMS Morris,Inspirational Talks,Phenomenal Impossible,07-10-2020,12:16:00,17:46:00
Okta Logue,Tales Of Transit City,Transit,22-09-2020,12:16:00,17:46:00
Joji,Gimme Love,Gimme Love,21-09-2020,12:16:00,17:46:00
ODESZA,A Moment Apart,A Moment Apart,18-09-2020,12:16:00,17:46:00
Tame Impala,Currents,The Less I Know the Better,08-09-2020,12:16:00,17:46:00
Hikaru Utada,Face my Fears,Face My Fears - English Version,07-09-2020,12:16:00,17:46:00
Banners,Where The Shadow Ends,Got It In You,06-09-2020,12:16:00,17:46:00
Besomorph,Nightmare,Nightmare,03-09-2020,12:16:00,17:46:00
Omri,Many Of One,Many Of One,02-09-2020,12:16:00,17:46:00
Surfaces,Where the Light Is,Sunday Best,05-04-2020,12:16:00,17:46:00
Gorillaz,Humanz (Deluxe),Saturnz Barz (feat. Popcaan),04-04-2020,12:16:00,17:46:00
The Weeknd,After Hours,In Your Eyes,20-03-2020,12:16:00,17:46:00
Yas,Gouldian Finch 3,empty crown,17-03-2020,12:16:00,17:46:00
Mike Posner,31 Minutes to Takeoff,Cooler Than Me,04-03-2020,12:16:00,17:46:00
The Weeknd,Heartless,Heartless,02-02-2020,12:16:00,17:46:00
Eminem,Music to Be Murdered By,Godzilla (feat. Juice WRLD),28-01-2020,12:16:00,17:46:00
Logic,Everybody,1-800-273-8255,23-01-2020,12:16:00,17:46:00
RL Grime,Formula,Formula,11-01-2020,12:16:00,17:46:00
blackbear,hot girl bummer,hot girl bummer,21-12-2019,12:16:00,17:46:00
koste,Quicksand,Quicksand,16-12-2019,12:16:00,17:46:00
Avicii,Levels,Levels - Original Version,03-12-2019,12:16:00,17:46:00
Eminem,Recovery,Not Afraid,25-11-2019,12:16:00,17:46:00
Enigma,The Platinum Collection,Sadeness - Pt. 1 / Radio Edit,10-10-2019,12:16:00,17:46:00
Miki Matsubara,Miki Matsubara Best Collection,Mayonaka no Door / Stay With Me,29-12-2021,12:17:00,17:47:00
Speck Joliet,Sophomore,Time Frame,07-11-2021,12:17:00,17:47:00
The Reputations,Electric Power,Electric Power,02-07-2021,12:17:00,17:47:00
Gorillaz,Humanz (Deluxe),Saturnz Barz (feat. Popcaan),28-06-2021,12:17:00,17:47:00
Klaatu Suuns,Panoramas,Panoramas,03-03-2021,12:17:00,17:47:00
Mick Gordon,DOOM (Original Game Soundtrack),BFG Division,26-01-2021,12:17:00,17:47:00
Neon Indian,Era Extraña,Polish Girl,05-01-2021,12:17:00,17:47:00
The Chain Gang of 1974,The Music of Grand Theft Auto V Vol. 1: Original Music,Sleepwalking,28-12-2020,12:17:00,17:47:00
The Weeknd,After Hours,Save Your Tears,26-12-2020,12:17:00,17:47:00
League of Legends,Legends Never Die,Legends Never Die,18-11-2020,12:17:00,17:47:00
The Weeknd,After Hours,Blinding Lights,12-11-2020,12:17:00,17:47:00
Joji,Gimme Love,Run,02-10-2020,12:17:00,17:47:00
Besomorph,Redemption,Redemption,13-09-2020,12:17:00,17:47:00
Omri,Many Of One,Many Of One,09-09-2020,12:17:00,17:47:00
Halogen,U Got That,U Got That,24-03-2020,12:17:00,17:47:00
MISSIO,The Darker the Weather // The Better the Man,I See You,30-01-2020,12:17:00,17:47:00
SMLE,Chasing Channels,Haunted,22-01-2020,12:17:00,17:47:00
Honors,Feel Better,Over,13-01-2020,12:17:00,17:47:00
slushii,Sober,Sober,04-01-2020,12:17:00,17:47:00
The 5:55,The Five Fifty Five,The Edge,26-12-2019,12:17:00,17:47:00
Hippie Sabotage,Options,Options,24-12-2019,12:17:00,17:47:00
Kloud,HUMANS,HUMANS,29-11-2019,12:17:00,17:47:00
Logic,Keanu Reeves,Keanu Reeves,27-11-2019,12:17:00,17:47:00
SWØRN,Escapade,Far Away,03-11-2019,12:17:00,17:47:00
Eminem,Recovery,Not Afraid,17-10-2019,12:17:00,17:47:00
Post Malone,Hollywood's Bleeding,Circles,15-10-2019,12:17:00,17:47:00
Foster the People,Lamb's Wool,Lamb's Wool,09-07-2021,12:18:00,17:48:00
The Weeknd,After Hours,Save Your Tears,16-02-2021,12:18:00,17:48:00
Danger,??,11:03,02-02-2021,12:18:00,17:48:00
KISNOU,Invictus,Invictus,29-01-2021,12:18:00,17:48:00
Samurai,Black Dog,Black Dog,11-01-2021,12:18:00,17:48:00
Banners,Where The Shadow Ends,Got It In You,15-12-2020,12:18:00,17:48:00
Mick Gordon,DOOM (Original Game Soundtrack),BFG Division,06-11-2020,12:18:00,17:48:00
MGMT,Oracular Spectacular,Time to Pretend,19-10-2020,12:18:00,17:48:00
The Chain Gang of 1974,The Music of Grand Theft Auto V Vol. 1: Original Music,Sleepwalking,17-09-2020,12:18:00,17:48:00
The Weeknd,After Hours,Save Your Tears,15-09-2020,12:18:00,17:48:00
Besomorph,Nightmare,Nightmare,16-04-2020,12:18:00,17:48:00
Mick Gordon,DOOM (Original Game Soundtrack),BFG Division,09-04-2020,12:18:00,17:48:00
Tame Impala,Currents,The Less I Know the Better,02-04-2020,12:18:00,17:48:00
The 5:55,The Five Fifty Five,The Edge,30-03-2020,12:18:00,17:48:00
The Weeknd,Heartless,Heartless,28-03-2020,12:18:00,17:48:00
The Weeknd,After Hours,Scared to Live,20-03-2020,12:18:00,17:48:00
MISSIO,The Darker the Weather // The Better the Man,I See You,23-02-2020,12:18:00,17:48:00
Magic Man,Before The Waves,Paris,17-02-2020,12:18:00,17:48:00
MISSIO,The Darker the Weather // The Better the Man,I See You,13-02-2020,12:18:00,17:48:00
slushii,Sober,Sober,12-02-2020,12:18:00,17:48:00
Metric,Fantasies,Satellite Mind,03-02-2020,12:18:00,17:48:00
Mansionair,Shadowboxer,Easier,01-02-2020,12:18:00,17:48:00
Eminem,Music to Be Murdered By,You Gon? Learn (feat. Royce Da 5'9 & White Gold),18-01-2020,12:18:00,17:48:00
Yeah Yeah Yeahs,It's Blitz!,Heads Will Roll,17-01-2020,12:18:00,17:48:00
Avicii,Levels,Levels - Original Version,30-10-2019,12:18:00,17:48:00
Post Malone,Hollywood's Bleeding,Circles,14-10-2019,12:18:00,17:48:00
Welshly Arms,No Place Is Home,Legendary,22-11-2021,12:19:00,17:49:00
Absofacto,Thousand Peaces,Dissolve,12-09-2021,12:19:00,17:49:00
8 Graves,Black,Numb,09-05-2021,12:19:00,17:49:00
Vorsa,Avoiding,Avoiding,07-02-2021,12:19:00,17:49:00
Passion Pit,Gossamer,I'll Be Alright,31-12-2020,12:19:00,17:49:00
Tame Impala,The Slow Rush,Borderline,09-12-2020,12:19:00,17:49:00
Omri,Many Of One,Many Of One,09-12-2020,12:19:00,17:49:00
J,Alleyways,Alleyways,30-11-2020,12:19:00,17:49:00
League of Legends,Legends Never Die,Legends Never Die,11-11-2020,12:19:00,17:49:00
The Weeknd,After Hours,In Your Eyes,22-10-2020,12:19:00,17:49:00
MISSIO,Sing To Me,Sing To Me,11-09-2020,12:19:00,17:49:00
MISSIO,The Darker the Weather // The Better the Man,I See You,08-09-2020,12:19:00,17:49:00
Joji,Gimme Love,Gimme Love,03-09-2020,12:19:00,17:49:00
Neon Indian,Era Extraña,Polish Girl,02-09-2020,12:19:00,17:49:00
Eminem,Music to Be Murdered By,Godzilla (feat. Juice WRLD),10-04-2020,12:19:00,17:49:00
MISSIO,LONER,Twisted,05-04-2020,12:19:00,17:49:00
Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),04-04-2020,12:19:00,17:49:00
Freddie Dredd,Pink Lotus,Opaul,01-04-2020,12:19:00,17:49:00
The Weeknd,My Dear Melancholy,Call Out My Name,24-03-2020,12:19:00,17:49:00
Powfu,death bed (feat. beabadoobee),death bed (feat. beabadoobee),12-03-2020,12:19:00,17:49:00
Layto,Houndin,Houndin,04-03-2020,12:19:00,17:49:00
Justice (KLOUD Remix),Justice - Genesis,Justice - Genesis (KLOUD Remix),03-03-2020,12:19:00,17:49:00
The Weeknd,Blinding Lights,Blinding Lights,19-02-2020,12:19:00,17:49:00
Mike Posner,31 Minutes to Takeoff,Cooler Than Me,31-01-2020,12:19:00,17:49:00
Kendrick Lamar,good kid m.A.A.d city (Deluxe),m.A.A.d city,27-01-2020,12:19:00,17:49:00
8 Graves,Black,Numb,11-01-2020,12:19:00,17:49:00
Tame Impala,Currents,The Less I Know the Better,21-12-2019,12:19:00,17:49:00
Welshly Arms,Legendary,Legendary,20-12-2019,12:19:00,17:49:00
Future,Mask Off (Marshmello Remix),Mask Off - Marshmello Remix,08-12-2019,12:19:00,17:49:00
Parimal Shais,Kumari Kandam Traps Vol. I,Pharmaceutical,22-11-2019,12:19:00,17:49:00
ODESZA,Loyal,Loyal,03-11-2019,12:19:00,17:49:00
Absofacto,Thousand Peaces,Dissolve,24-04-2021,12:20:00,17:50:00
acloudyskye,Blood Rushing Like Current Through a Powerline,At Rest,01-03-2021,12:20:00,17:50:00
Daft Punk,Discovery,One More Time,24-02-2021,12:20:00,17:50:00
Speck Joliet,Sophomore,Time Frame,23-01-2021,12:20:00,17:50:00
League of Legends,Legends Never Die,Legends Never Die,26-12-2020,12:20:00,17:50:00
Klaatu Suuns,Panoramas,Panoramas,03-12-2020,12:20:00,17:50:00
HMS Morris,Inspirational Talks,Phenomenal Impossible,01-11-2020,12:20:00,17:50:00
The Weeknd,After Hours,Too Late,08-10-2020,12:20:00,17:50:00
The Reputations,Electric Power,Electric Power,07-10-2020,12:20:00,17:50:00
The Weeknd,Heartless,Heartless,02-10-2020,12:20:00,17:50:00
8 Graves,Black,Numb,21-09-2020,12:20:00,17:50:00
Welshly Arms,Legendary,Legendary,18-09-2020,12:20:00,17:50:00
Besomorph,Nightmare,Nightmare,13-09-2020,12:20:00,17:50:00
Neon Indian,Era Extraña,Polish Girl,09-09-2020,12:20:00,17:50:00
KISNOU,Invictus,Invictus,06-09-2020,12:20:00,17:50:00
Banners,Where The Shadow Ends,Got It In You,06-09-2020,12:20:00,17:50:00
Layto,Little Poor Me,Little Poor Me,27-03-2020,12:20:00,17:50:00
The Weeknd,After Hours,Hardest to Love,20-03-2020,12:20:00,17:50:00
The Weeknd,Blinding Lights,Blinding Lights,28-01-2020,12:20:00,17:50:00
ODESZA,A Moment Apart,A Moment Apart,23-01-2020,12:20:00,17:50:00
Generdyn,Chronicles,Stand Alone (feat. Zayde Wølf),22-01-2020,12:20:00,17:50:00
Confetti,Rob A Bank,Rob A Bank,11-01-2020,12:20:00,17:50:00
Kendrick Lamar,good kid m.A.A.d city (Deluxe),m.A.A.d city,16-12-2019,12:20:00,17:50:00
Porter Robinson,Shelter,Shelter,27-11-2019,12:20:00,17:50:00
Eminem,Recovery,Not Afraid,29-10-2019,12:20:00,17:50:00
Avicii,Now That's What I Call Pop,The Nights,15-10-2019,12:20:00,17:50:00
Post Malone,Hollywood's Bleeding,Circles,15-10-2019,12:20:00,17:50:00
Post Malone,Hollywood's Bleeding,Die for Me (feat. Future & Halsey),10-10-2019,12:20:00,17:50:00
Rhye,Woman,Open,03-03-2021,12:21:00,17:51:00
Danger,??,19:00,12-12-2020,12:21:00,17:51:00
The Chain Gang of 1974,The Music of Grand Theft Auto V Vol. 1: Original Music,Sleepwalking,30-11-2020,12:21:00,17:51:00
Welshly Arms,Stand,Stand,18-11-2020,12:21:00,17:51:00
The Weeknd,After Hours,After Hours,12-11-2020,12:21:00,17:51:00
Hikaru Utada,Face my Fears,Face My Fears - English Version,14-10-2020,12:21:00,17:51:00
Liz Cooper & The Stampede,Window Flowers,Mountain Man,16-09-2020,12:21:00,17:51:00
8 Graves,Black,Bury Me Low,02-04-2020,12:21:00,17:51:00
Tame Impala,The Slow Rush,Borderline,17-03-2020,12:21:00,17:51:00
bbno$,i don't care at all,gone,12-02-2020,12:21:00,17:51:00
Hiboky,Opposite Life,Opposite Life,02-02-2020,12:21:00,17:51:00
Yeah Yeah Yeahs,It's Blitz!,Heads Will Roll,30-01-2020,12:21:00,17:51:00
Welshly Arms,Legendary,Legendary,09-01-2020,12:21:00,17:51:00
Owl City,Ocean Eyes,Fireflies,04-01-2020,12:21:00,17:51:00
Kendrick Lamar,DAMN.,LOYALTY. FEAT. RIHANNA.,30-12-2019,12:21:00,17:51:00
SMLE,Chasing Channels,Haunted,26-12-2019,12:21:00,17:51:00
blackbear,hot girl bummer,hot girl bummer,24-12-2019,12:21:00,17:51:00
Teminite,Unstoppable,Unstoppable,03-12-2019,12:21:00,17:51:00
The Weeknd,Starboy,I Feel It Coming,29-11-2019,12:21:00,17:51:00
Post Malone,Hollywood's Bleeding,Wow.,17-10-2019,12:21:00,17:51:00
Los Retros,Someone To Spend Time With,Someone To Spend Time With,12-09-2021,12:22:00,17:52:00
Joji,Gimme Love,Gimme Love,02-02-2021,12:22:00,17:52:00
Pastelle,Old Angels,Old Angels,29-01-2021,12:22:00,17:52:00
Welshly Arms,Legendary,Legendary,05-01-2021,12:22:00,17:52:00
Omri,Many Of One,Many Of One,15-12-2020,12:22:00,17:52:00
Danger,??,19:00,17-09-2020,12:22:00,17:52:00
The Weeknd,After Hours,Scared to Live,15-09-2020,12:22:00,17:52:00
Apashe,Renaissance,Lord & Master,16-04-2020,12:22:00,17:52:00
Ekali,Babylon (feat. Denzel Curry) [Remixes],Babylon (feat. Denzel Curry) - Skrillex & Ronny J Remix,04-04-2020,12:22:00,17:52:00
8 Graves,Black,Bury Me Low,28-03-2020,12:22:00,17:52:00
The Weeknd,Heartless,Heartless,28-03-2020,12:22:00,17:52:00
Knife Party,,Power Glove,12-03-2020,12:22:00,17:52:00
Layto,Little Poor Me,Little Poor Me,03-03-2020,12:22:00,17:52:00
MISSIO,Sing To Me,Sing To Me,23-02-2020,12:22:00,17:52:00
Jtwig,Embark,In The Mango,17-02-2020,12:22:00,17:52:00
Engelwood,Crust Fm,crystal dolphin,13-02-2020,12:22:00,17:52:00
Magic Man,Before The Waves,Waves,03-02-2020,12:22:00,17:52:00
MISSIO,Sing To Me,Sing To Me,27-01-2020,12:22:00,17:52:00
The Weeknd,Blinding Lights,Blinding Lights,17-01-2020,12:22:00,17:52:00
SWØRN,Escapade,Far Away,22-11-2019,12:22:00,17:52:00
Avicii,Levels,Levels - Original Version,03-11-2019,12:22:00,17:52:00
Post Malone,Hollywood's Bleeding,Hollywood's Bleeding,14-10-2019,12:22:00,17:52:00
MISSIO,Sing To Me,Sing To Me,03-01-2022,12:23:00,17:53:00
Keys N Krates,Solow,I Just Can't Deny,29-12-2021,12:23:00,17:53:00
Daft Punk,Random Access Memories,Beyond,07-11-2021,12:23:00,17:53:00
